Reference	Floor area	Total area	Storeys	Azimuth	Cardinal direction	Internal Point X	Internal Point Y	BoundingBox X	BoundingBox Y	BoundingBox width	BoundingBox height	Isoperimetric ratio	Rectangular thinnes ratio	Square thinness ratio	Thinness ratio	Convex hull thinness ratio	Calculated Building Shape	Building general function	Building specific functions	Building Phase	Is residential	Is occupied	Voivodeship name	County name	County Id	Municipality name	Subdivision name	Subdivision Id	Settlement type	Subdivision occupancy	Calculated occupancy	Grid cell coverage [0,0]	Grid cell coverage [0,1]	Grid cell coverage [0,2]	Grid cell coverage [0,3]	Grid cell coverage [0,4]	Grid cell coverage [1,0]	Grid cell coverage [1,1]	Grid cell coverage [1,2]	Grid cell coverage [1,3]	Grid cell coverage [1,4]	Grid cell coverage [2,0]	Grid cell coverage [2,1]	Grid cell coverage [2,2]	Grid cell coverage [2,3]	Grid cell coverage [2,4]	Grid cell coverage [3,0]	Grid cell coverage [3,1]	Grid cell coverage [3,2]	Grid cell coverage [3,3]	Grid cell coverage [3,4]	Grid cell coverage [4,0]	Grid cell coverage [4,1]	Grid cell coverage [4,2]	Grid cell coverage [4,3]	Grid cell coverage [4,4]	Prediction Confidence 2008	Prediction BoundingBox X 2008	Prediction BoundingBox Y 2008	Prediction BoundingBox Width 2008	Prediction BoundingBox Height 2008	Prediction Confidence 2009	Prediction BoundingBox X 2009	Prediction BoundingBox Y 2009	Prediction BoundingBox Width 2009	Prediction BoundingBox Height 2009	Prediction Confidence 2010	Prediction BoundingBox X 2010	Prediction BoundingBox Y 2010	Prediction BoundingBox Width 2010	Prediction BoundingBox Height 2010	Prediction Confidence 2011	Prediction BoundingBox X 2011	Prediction BoundingBox Y 2011	Prediction BoundingBox Width 2011	Prediction BoundingBox Height 2011	Prediction Confidence 2012	Prediction BoundingBox X 2012	Prediction BoundingBox Y 2012	Prediction BoundingBox Width 2012	Prediction BoundingBox Height 2012	Prediction Confidence 2013	Prediction BoundingBox X 2013	Prediction BoundingBox Y 2013	Prediction BoundingBox Width 2013	Prediction BoundingBox Height 2013	Prediction Confidence 2014	Prediction BoundingBox X 2014	Prediction BoundingBox Y 2014	Prediction BoundingBox Width 2014	Prediction BoundingBox Height 2014	Prediction Confidence 2015	Prediction BoundingBox X 2015	Prediction BoundingBox Y 2015	Prediction BoundingBox Width 2015	Prediction BoundingBox Height 2015	Prediction Confidence 2016	Prediction BoundingBox X 2016	Prediction BoundingBox Y 2016	Prediction BoundingBox Width 2016	Prediction BoundingBox Height 2016	Prediction Confidence 2017	Prediction BoundingBox X 2017	Prediction BoundingBox Y 2017	Prediction BoundingBox Width 2017	Prediction BoundingBox Height 2017	Prediction Confidence 2018	Prediction BoundingBox X 2018	Prediction BoundingBox Y 2018	Prediction BoundingBox Width 2018	Prediction BoundingBox Height 2018	Prediction Confidence 2019	Prediction BoundingBox X 2019	Prediction BoundingBox Y 2019	Prediction BoundingBox Width 2019	Prediction BoundingBox Height 2019	Prediction Confidence 2020	Prediction BoundingBox X 2020	Prediction BoundingBox Y 2020	Prediction BoundingBox Width 2020	Prediction BoundingBox Height 2020	Prediction Confidence 2021	Prediction BoundingBox X 2021	Prediction BoundingBox Y 2021	Prediction BoundingBox Width 2021	Prediction BoundingBox Height 2021	Prediction Confidence 2022	Prediction BoundingBox X 2022	Prediction BoundingBox Y 2022	Prediction BoundingBox Width 2022	Prediction BoundingBox Height 2022	Prediction Confidence 2023	Prediction BoundingBox X 2023	Prediction BoundingBox Y 2023	Prediction BoundingBox Width 2023	Prediction BoundingBox Height 2023	Prediction Confidence 2024	Prediction BoundingBox X 2024	Prediction BoundingBox Y 2024	Prediction BoundingBox Width 2024	Prediction BoundingBox Height 2024	Prediction Confidence 2025	Prediction BoundingBox X 2025	Prediction BoundingBox Y 2025	Prediction BoundingBox Width 2025	Prediction BoundingBox Height 2025	Municipality population 2008	Municipality population 2009	Municipality population 2010	Municipality population 2011	Municipality population 2012	Municipality population 2013	Municipality population 2014	Municipality population 2015	Municipality population 2016	Municipality population 2017	Municipality population 2018	Municipality population 2019	Municipality population 2020	Municipality population 2021	Municipality population 2022	Municipality population 2023	Municipality population 2024	Municipality population 2025	Radial Building Coverage Ratio 200m	Radial Floor Area Ratio 200m	Radial Building Coverage Ratio 400m	Radial Floor Area Ratio 400m	Radial Building Coverage Ratio 600m	Radial Floor Area Ratio 600m	Radial Building Coverage Ratio 1000m	Radial Floor Area Ratio 1000m	Year built
2BE0D403-765B-6A3E-E053-CA2BA8C0618D	74.895134	74.895134	1	127.06281	SouthEast	187534.0413591663	682179.8446073536	187534.03	682179.7949999999	12.179999999993017	13.309999999939464	0.71040004	0.9970648	0.5268568	0.71040004	0.99972034	Rectangular	agricultural production, service, and utility buildings	utility building	in use	False	False	zachodniopomorskie	m. Świnoujście	104106	M. Świnoujście	Świnoujście	104126	Urban	36769	0	0.99549	0.99909824	0.9997737	0.99999714	0.9999387	0.9978845	0.99999714	1	0.99999714	1	0.9983365	0.99999964	0.99999964	0.99999964	1	0.998791	0.99999964	1	0.99999964	0.99999964	0.99924296	0.99999964	0.99999714	0.99999714	1	0.8867871165275574	158.76922607421875	162.73361206054688	198.35675048828125	216.92559814453125	0	0	0	0	0	0	0	0	0	0	0.8753445744514465	156.23805236816406	163.8791542053223	196.5347595214844	217.27294158935547	0.894184410572052	161.2280311584473	162.62338256835938	193.63445281982425	212.65972900390625	0	0	0	0	0	0.8696181774139404	158.18521118164062	165.1596717834473	195.17926025390625	216.24883270263672	0	0	0	0	0	0	0	0	0	0	0.8793211579322815	155.30462646484375	162.89675903320312	196.85198974609375	215.07489013671875	0	0	0	0	0	0.8811507225036621	155.07516479492188	161.05334854125977	193.2598876953125	212.92406463623047	0.8804213404655457	161.00302124023438	163.78142929077148	195.25115966796875	217.50574493408203	0.8711719512939453	159.82236099243164	161.10873413085938	194.73461151123047	208.14678955078125	0.894926905632019	159.8269920349121	162.8172149658203	193.11505889892575	212.62814331054688	0.870485246181488	163.8922996520996	161.97320556640625	197.93799591064453	216.46966552734375	0	0	0	0	0	0	0	0	0	0	40830	40770	41480	41520	41510	41370	41280	41150	41120	41030	40910	40890	40330	39830	39370	38900	0	0	0.24814063	1.1438937	0.23202708	0.98654455	0.20736384	0.8454981	0.16490844	0.57409066	2008
2BE0D403-765C-6A3E-E053-CA2BA8C0618D	90.45905	180.9181	2	4.7935996	North	186599.55706276424	681168.1102467766	186600.9	681167.94	18	7.299999999930151	0.48477274	0.76967937	0.29537696	0.48477274	0.8761701	L	residential buildings	single-family building, utility building	in use	True	True	zachodniopomorskie	m. Świnoujście	104106	M. Świnoujście	Świnoujście	104126	Urban	36769	3	0.9918687	0.9988828	0.9984706	0.99806	0.99764943	0.99380153	0.99999934	1	0.99999934	0.99999934	0.9950317	0.99999774	0.99999774	1	1	0.99626184	0.99999774	1	0.99999934	0.99999934	0.9974871	1	0.99999934	0.99999934	0.99999934	0.8301044702529907	156.65499877929688	159.6456642150879	236.46307373046875	106.57976531982422	0	0	0	0	0	0	0	0	0	0	0.8478392362594604	150.73419189453125	159.8638916015625	242.4324951171875	101.57611083984376	0.8511131405830383	159.1970672607422	163.0561485290527	235.59292602539065	108.24170684814452	0	0	0	0	0	0.8337905406951904	159.80911254882812	161.37486267089844	239.6578369140625	103.97845458984376	0	0	0	0	0	0	0	0	0	0	0.829072117805481	158.55081176757812	157.41879272460938	233.0401611328125	109.10491943359376	0	0	0	0	0	0.8674559593200684	161.79312133789062	158.5216522216797	234.45159912109375	109.99349975585938	0.7895225882530212	161.4852752685547	159.28639221191406	235.52029418945312	106.22518920898438	0.862560510635376	159.30747985839844	159.4060516357422	230.12252807617188	112.1497802734375	0.8670480847358704	159.99266052246094	161.03099060058594	227.69680786132812	105.89739990234376	0.792677640914917	164.2605743408203	161.5063438415527	232.39328002929688	108.11115264892578	0	0	0	0	0	0	0	0	0	0	40830	40770	41480	41520	41510	41370	41280	41150	41120	41030	40910	40890	40330	39830	39370	38900	0	0	0.20778663	0.56083447	0.13301463	0.45028293	0.09701138	0.28303948	0.069164984	0.19510306	2008
2BE0D403-7376-6A3E-E053-CA2BA8C0618D	216.34726	865.38904	4	311.86752	NorthWest	187653.4491803871	682544.8814574041	187653.255	682545.05	20.830000000016295	20.440000000060536	0.71878856	0.8983196	0.69523114	0.71878856	0.96161646	Other	residential buildings	multi-family building	in use	True	True	zachodniopomorskie	m. Świnoujście	104106	M. Świnoujście	Świnoujście	104126	Urban	36769	16	0.9845125	1	1	1	1	0.97316754	0.9999995	0.99999875	0.9999995	1	0.96182334	1	1	1	1	0.9504791	1	1	1	0.99999875	0.9391349	1	1	0.9999995	0.9999995	0.8157143592834473	161.8676719665527	159.5332794189453	235.94654083251953	237.48898315429688	0	0	0	0	0	0	0	0	0	0	0.8267428874969482	160.57699966430664	158.07762145996094	236.08855438232425	238.31808471679688	0.8566001057624817	164.03001403808594	156.2144012451172	235.0751037597656	231.9580993652344	0	0	0	0	0	0.8257380127906799	162.31253051757812	161.9112548828125	237.13677978515625	241.9815673828125	0	0	0	0	0	0	0	0	0	0	0.8133047223091125	160.96275329589844	158.99658203125	230.97970581054688	245.94775390625	0	0	0	0	0	0.8529767394065857	159.00481796264648	158.3150634765625	237.96558380126953	240.32733154296875	0.8398668766021729	160.2297325134277	160.62420272827148	238.28321075439453	238.7720413208008	0.8551796078681946	158.56260681152344	164.29397201538086	235.7203063964844	238.4707717895508	0.8448545336723328	156.5379295349121	159.83627319335938	227.3418655395508	237.3848876953125	0.8099154829978943	159.14166259765625	160.64178466796875	231.49542236328125	242.9268798828125	0	0	0	0	0	0	0	0	0	0	40830	40770	41480	41520	41510	41370	41280	41150	41120	41030	40910	40890	40330	39830	39370	38900	0	0	0.18577027	0.88327163	0.19361855	0.8447266	0.17354527	0.703087	0.16378929	0.5986932	2008
2BE0D403-7377-6A3E-E053-CA2BA8C0618D	267.9318	1071.7272	4	319.81354	NorthWest	187881.56162629675	682128.7047125831	187881.05	682129.37	21.339999999996508	25.959999999962747	0.5330012	0.78735673	0.7587841	0.5330012	0.89202946	L	residential buildings	multi-family building, commercial-service building	in use	True	True	zachodniopomorskie	m. Świnoujście	104106	M. Świnoujście	Świnoujście	104126	Urban	36769	20	0	0	0	0.2342014	0.50028306	0.018343559	0.08978238	0.1598973	0.40325	0.6335957	0.037401196	0.18230674	0.32588723	0.5780561	0.7715813	0.047931354	0.23345986	0.41876864	0.67845273	0.8517281	0.04122999	0.20100453	0.40120307	0.6660583	0.8523827	0.5135560035705566	162.5719337463379	161.26658630371094	225.05089569091797	252.22817993164065	0	0	0	0	0	0	0	0	0	0	0.8323190212249756	161.3879852294922	163.16966247558594	218.2626037597656	256.8315734863281	0.848332941532135	159.36769104003906	162.10403442382812	214.46633911132812	249.66253662109375	0	0	0	0	0	0.7516187429428101	161.0952911376953	160.6806640625	218.34262084960935	256.8697509765625	0	0	0	0	0	0	0	0	0	0	0.8337546586990356	162.55099868774414	160.77130126953125	209.46886444091797	254.84564208984375	0	0	0	0	0	0.8388159871101379	163.72027969360352	162.53988647460938	209.49822235107425	257.07977294921875	0.8171835541725159	165.37878036499023	162.86575317382812	216.97400665283203	261.4652099609375	0.8206276297569275	159.91165161132812	161.2679443359375	202.49517822265625	252.38079833984375	0.8509783744812012	160.62433242797852	159.6645965576172	204.55907440185547	245.73880004882812	0.8260789513587952	165.16570663452148	160.00204467773438	205.71082305908203	256.06182861328125	0	0	0	0	0	0	0	0	0	0	40830	40770	41480	41520	41510	41370	41280	41150	41120	41030	40910	40890	40330	39830	39370	38900	0	0	0.2931411	1.0003676	0.24125324	0.92059416	0.21087502	0.7987539	0.1489942	0.55386794	2008
2BE0D403-7378-6A3E-E053-CA2BA8C0618D	609.02423	3045.121	5	230.69485	SouthWest	187844.74512535843	682182.7369629575	187844.725	682182.68	38.36999999999534	42.76000000000931	0.5760548	0.99182254	0.31656173	0.5760548	0.9989215	Rectangular	residential buildings	multi-family building, commercial-service building	in use	True	True	zachodniopomorskie	m. Świnoujście	104106	M. Świnoujście	Świnoujście	104126	Urban	36769	55	0.9992175	1	0.99999994	0.99999994	1	0.9986587	1	1	0.99999994	0.99999994	0.99809927	0.99999964	0.99999994	0.99999934	0.99999994	0.9975408	0.99999994	0.99999994	0.99999994	1	0.9969817	0.99999994	0.99999994	0.99999994	1	0.8667670488357544	161.2763633728027	164.45249938964844	251.78827667236328	280.8158264160156	0	0	0	0	0	0	0	0	0	0	0.8744734525680542	158.84547424316406	153.34344482421875	242.60598754882812	288.59149169921875	0.8815051317214966	152.70498657226562	155.67581176757812	263.57293701171875	273.82159423828125	0	0	0	0	0	0.8903034329414368	161.59034729003906	162.57424926757812	247.71237182617188	284.96466064453125	0	0	0	0	0	0	0	0	0	0	0.8731513023376465	161.16781616210938	161.64349365234375	244.57135009765625	281.1328125	0	0	0	0	0	0.9030348658561708	162.89051818847656	161.70870971679688	249.90457153320312	275.46978759765625	0.8996272087097168	166.26894760131836	165.6778564453125	254.20276641845703	281.87005615234375	0.8962015509605408	164.59685897827148	160.58029174804688	239.07373809814453	277.14593505859375	0.9052712321281432	159.90257263183594	162.8455352783203	246.89529418945312	276.0483703613281	0.9078519344329834	166.29222106933594	166.15338134765625	246.74935913085935	282.62469482421875	0	0	0	0	0	0	0	0	0	0	40830	40770	41480	41520	41510	41370	41280	41150	41120	41030	40910	40890	40330	39830	39370	38900	0	0	0.2809006	0.9678328	0.2323494	0.90189034	0.22060195	0.8639971	0.15224339	0.5652506	2008
2BE0D403-7429-6A3E-E053-CA2BA8C0618D	96.58631	193.17262	2	250.49991	West	186910.1111382224	682624.2278589619	186909.78	682623.995	10.460000000020957	15.110000000102444	0.6726578	0.9061462	0.55594105	0.6726578	0.95779264	Rectangular	residential buildings	single-family building	in use	True	True	zachodniopomorskie	m. Świnoujście	104106	M. Świnoujście	Świnoujście	104126	Urban	36769	6	0.8840103	0.8860216	0.9081621	0.9779371	0.99999887	0.9992634	1	0.99999887	1	1	0.9989002	1	1	1	0.99999887	0.9985369	0.99999887	1	1	1	0.9981665	0.99999887	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8213955760002136	168.66943359375	160.1150665283203	178.713134765625	226.30960083007812	0.7963382005691528	152.5476417541504	161.702880859375	169.66777801513672	227.23529052734375	0	0	0	0	0	0.823220431804657	160.2770233154297	158.1355743408203	150.63717651367188	220.19479370117188	0	0	0	0	0	0	0	0	0	0	0.8161950707435608	157.12078857421875	160.33583068847656	164.28253173828125	224.10470581054688	0	0	0	0	0	0.8562459349632263	153.69802474975586	162.52769470214844	170.39807891845703	221.54428100585935	0.8341536521911621	164.33702087402344	161.028076171875	155.21038818359375	224.40838623046875	0.8285098075866699	154.91030883789062	166.89410018920898	162.51809692382812	224.88098907470703	0.827561616897583	159.34938049316406	161.142822265625	163.906982421875	222.19293212890625	0.8100798726081848	159.1680030822754	162.22679138183594	150.85424041748047	222.13650512695312	0	0	0	0	0	0	0	0	0	0	40830	40770	41480	41520	41510	41370	41280	41150	41120	41030	40910	40890	40330	39830	39370	38900	0	0	0.17507952	0.38729155	0.14925894	0.54063934	0.13810529	0.4618471	0.10427987	0.35351878	2011
df102617-1f1e-4c40-897f-c9ba02b55062	851.0625	4255.3125	5	39.236145	NorthEast	187588.0294293711	682862.3106721636	187588.32	682863.02	51.079999999987194	47.54000000003725	0.47685614	0.847795	0.30649602	0.47685614	0.8711676	Other	other non-residential buildings	hotel	in use	False	False	zachodniopomorskie	m. Świnoujście	104106	M. Świnoujście	Świnoujście	104126	Urban	36769	0	0.9782756	0.96084666	0.8922871	0.8000619	0.70781416	0.9917606	0.9961307	0.952215	0.884446	0.81646806	0.9923016	1	0.9785973	0.93573266	0.8926589	0.9928427	1	0.991017	0.973056	0.95488644	0.99338365	0.9999999	0.9999999	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21590715646743777	158.97596740722656	164.42532348632812	282.8149719238281	265.63946533203125	0	0	0	0	0	0	0	0	0	0	0.8706892132759094	161.20936584472656	162.04580688476562	272.5679626464844	265.83380126953125	0	0	0	0	0	0.9109584093093872	160.82919311523438	162.24649047851562	289.64349365234375	264.0443115234375	0.8897998929023743	156.8997039794922	157.08181762695312	276.6971130371094	250.70648193359375	0.9148234128952026	158.0476531982422	165.04908752441406	292.0088195800781	268.4764099121094	0.8992313146591187	155.9114990234375	160.61279296875	291.5321044921875	257.71124267578125	0.8798967003822327	158.52687072753906	161.79660034179688	288.9859313964844	261.9659423828125	0	0	0	0	0	0	0	0	0	0	40830	40770	41480	41520	41510	41370	41280	41150	41120	41030	40910	40890	40330	39830	39370	38900	0	0	0.11354035	0.37671575	0.1208503	0.48819512	0.14731285	0.5849698	0.13336506	0.4760288	2017
2BE0D403-76D6-6A3E-E053-CA2BA8C0618D	42.249695	42.249695	1	283.08786	West	185880.80046142067	678896.0409912422	185880.775	678896.01	7.809999999997672	7.820000000065193	0.78537863	0.9923262	0.9922224	0.78537863	1	Square	agricultural production, service, and utility buildings	utility building	in use	False	False	zachodniopomorskie	m. Świnoujście	104106	M. Świnoujście	Paprotno	104120	Urban	0	0	0.95923334	1	0.99999976	0.99999976	0.9999953	0.96620846	0.99999976	0.9999953	0.99999976	0.99999976	0.9731746	0.9999953	0.99999976	0.9999953	1	0.9801407	0.99999976	1	0.99999976	0.9999953	0.98711133	1	1	1	0.9999953	0.8274834156036377	161.38739013671875	158.67437744140625	184.9150390625	194.31298828125	0	0	0	0	0	0	0	0	0	0	0.8468735218048096	152.8954620361328	164.48779296875	189.544921875	188.88836669921875	0.8811290860176086	152.01731872558594	162.1398468017578	188.8814392089844	188.29147338867188	0	0	0	0	0	0.8410367965698242	163.12643432617188	158.95005798339844	186.80987548828125	186.8416748046875	0	0	0	0	0	0	0	0	0	0	0.8477504849433899	156.30093383789062	163.85667419433594	187.56301879882812	183.95452880859375	0	0	0	0	0	0.8682992458343506	158.78594589233398	158.16566467285156	188.72400665283203	184.1034240722656	0.8596532344818115	160.23825073242188	159.61468505859375	192.596923828125	186.82009887695312	0.865840494632721	159.4073486328125	161.7487335205078	188.5078125	182.28970336914065	0.8756974339485168	149.32311630249023	155.19485473632812	189.17700958251953	179.9647216796875	0.8306884169578552	159.25245666503906	158.63931274414062	193.93185424804688	185.384033203125	0	0	0	0	0	0	0	0	0	0	40830	40770	41480	41520	41510	41370	41280	41150	41120	41030	40910	40890	40330	39830	39370	38900	0	0	0.032109763	0.056876443	0.01088544	0.019163808	0.0053143064	0.009298678	0.0020159855	0.0034950613	2008
2BE0D403-76D8-6A3E-E053-CA2BA8C0618D	48.706497	97.412994	2	231.04877	SouthWest	186391.25229584903	680571.9768084814	186391.25	680571.975	10.059999999997672	10.949999999953434	0.68687177	0.98205763	0.4669616	0.68687177	1	Rectangular	agricultural production, service, and utility buildings	utility building	in use	False	False	zachodniopomorskie	m. Świnoujście	104106	M. Świnoujście	Śpikorz	104111	Urban	0	0	0.9932552	0.9999968	1	1	0.9999968	0.9793682	1	0.9999968	1	1	0.9654851	0.9999968	1	0.9999968	1	0.9516058	1	1	0.9999929	0.9999929	0.8208121	0.86767244	0.8603002	0.8529356	0.8455595	0.690098226070404	168.5095672607422	163.51414489746094	202.61160278320312	216.4375915527344	0	0	0	0	0	0	0	0	0	0	0.8342927694320679	155.03285217285156	158.83631896972656	190.64691162109375	210.32394409179688	0.8733566403388977	158.75820922851562	158.42221069335938	192.18499755859375	202.08404541015625	0	0	0	0	0	0.8369076251983643	164.4333038330078	161.565673828125	196.32907104492188	206.8214111328125	0	0	0	0	0	0	0	0	0	0	0.8482745289802551	157.06118392944336	161.34181213378906	192.92420196533203	209.66036987304688	0	0	0	0	0	0.8705475926399231	162.36231994628906	157.9531593322754	190.93142700195312	206.18511199951172	0.8709384202957153	163.8468780517578	155.5301055908203	184.71658325195312	204.8418884277344	0.8693355321884155	166.16937255859375	159.02151489257812	189.76544189453125	200.38128662109375	0.8633325695991516	164.91676330566406	159.54708862304688	185.01345825195312	200.25701904296875	0.8398284316062927	167.04049682617188	159.20016860961914	184.10211181640625	209.4574508666992	0	0	0	0	0	0	0	0	0	0	40830	40770	41480	41520	41510	41370	41280	41150	41120	41030	40910	40890	40330	39830	39370	38900	0	0	0.051196713	0.18984546	0.029614443	0.12234779	0.03036889	0.099702105	0.032189593	0.09386495	2008
2BE0D403-76D9-6A3E-E053-CA2BA8C0618D	198.03485	198.03485	1	5.6315618	North	185881.30680322577	680304.4165701218	185881.305	680304.44	28.029999999998836	9.819999999948775	0.51713705	0.9905392	0.2610511	0.51713705	1	Rectangular	agricultural production, service, and utility buildings	utility building	in use	False	False	zachodniopomorskie	m. Świnoujście	104106	M. Świnoujście	Świnoujście	104126	Urban	36769	0	0.9938125	1	0.99999934	1	1	0.99475986	0.99999934	0.99999934	0.99999934	1	0.99570626	0.9999984	1	1	0.9999984	0.9966536	0.99999934	1	1	1	0.997601	1	0.99999934	1	0.99999934	0.8213518857955933	157.44825744628906	159.67827987670898	269.0538024902344	103.42304229736328	0	0	0	0	0	0	0	0	0	0	0.8553405404090881	157.94549560546875	164.14175033569336	262.980224609375	102.85089874267578	0.8661810159683228	158.54464721679688	156.4012107849121	258.751953125	102.65357208251952	0	0	0	0	0	0.8666242957115173	159.20538330078125	157.64437866210938	258.85333251953125	104.47076416015624	0	0	0	0	0	0	0	0	0	0	0.8642092943191528	157.47525024414062	160.23825073242188	266.0474853515625	104.88150024414062	0	0	0	0	0	0.8707088828086853	158.6395263671875	160.36354064941406	251.30950927734375	104.61114501953124	0.8629897236824036	158.2258758544922	156.3932228088379	261.3965759277344	104.53881072998048	0.8745458722114563	159.60861206054688	159.01787948608398	256.28863525390625	101.52582550048828	0.8657451272010803	158.96702575683594	159.3868865966797	256.9597473144531	100.70211791992188	0.8689076900482178	159.67425155639648	159.1491241455078	255.4043655395508	101.50607299804688	0	0	0	0	0	0	0	0	0	0	40830	40770	41480	41520	41510	41370	41280	41150	41120	41030	40910	40890	40330	39830	39370	38900	0	0	0.009929977	0.011404769	0.0032205277	0.0035892255	0.004045862	0.013727078	0.007360441	0.024504963	2008
2BE0D403-81CF-6A3E-E053-CA2BA8C0618D	239.4093	718.2279	3	281.1966	West	188366.90222403617	682506.2462567919	188366.515	682506.095	16.310000000026776	21.589999999967404	0.5620741	0.74824876	0.5864988	0.5620741	0.88140404	L	residential buildings	multi-family building	in use	True	True	zachodniopomorskie	m. Świnoujście	104106	M. Świnoujście	Świnoujście	104126	Urban	36769	13	0.28049204	0.52453357	0.77201	0.93185115	0.9955724	0.3930261	0.6405019	0.8879778	0.9963748	0.99999917	0.42201015	0.6694854	0.9169618	0.99999976	1	0.4656928	0.69430256	0.91466373	0.99999976	1	0.6441478	0.79807305	0.9402982	0.99999976	0.99999917	0.7933102250099182	162.47409057617188	168.29908752441406	195.35516357421875	245.79299926757812	0	0	0	0	0	0	0	0	0	0	0.8230190277099609	154.30481338500977	164.6947021484375	199.43602752685547	256.03350830078125	0.8436358571052551	154.7094268798828	161.2054786682129	190.8658142089844	251.33995819091797	0	0	0	0	0	0.8302669525146484	161.8680877685547	160.76086807250977	184.95700073242188	247.31365203857425	0	0	0	0	0	0	0	0	0	0	0.8425018191337585	160.5991973876953	157.62518310546875	192.02389526367188	245.3739013671875	0	0	0	0	0	0.8157718181610107	162.16934204101562	159.0693016052246	186.19412231445312	240.58319854736328	0.8614563941955566	155.7684783935547	161.95566177368164	186.53775024414065	248.06511688232425	0.8544043898582458	159.01048278808594	163.3245391845703	185.7369079589844	246.50515747070312	0.8279544711112976	162.28182983398438	158.33242416381836	185.7889709472656	242.42035675048828	0.8451642990112305	156.2220001220703	165.48443603515625	192.63323974609375	249.6883544921875	0	0	0	0	0	0	0	0	0	0	40830	40770	41480	41520	41510	41370	41280	41150	41120	41030	40910	40890	40330	39830	39370	38900	0	0	0.25200236	0.86026686	0.15892033	0.5924584	0.15970343	0.58784825	0.13099428	0.5144335	2008
2BE0D403-84E9-6A3E-E053-CA2BA8C0618D	140.47551	280.95102	2	66.90062	NorthEast	193287.04029352093	678967.7787743764	193287.65	678968.0800000001	14.220000000001164	15.680000000051225	0.6737877	0.82113224	0.7797036	0.6737877	0.9221486	L	residential buildings	single-family building	in use	True	True	zachodniopomorskie	m. Świnoujście	104106	M. Świnoujście	Przytór	104115	Urban	1274	8	0.4181697	0.42164713	0.6407272	0.8584059	1	0.8074943	0.8094822	0.8824279	0.95397323	1	0.9926653	1	1	1	0.9999992	0.9937512	1	0.9999981	0.9999992	1	0.9948383	1	1	1	1	0.8568580746650696	154.1646728515625	161.29151916503906	208.225341796875	219.58084106445312	0	0	0	0	0	0	0	0	0	0	0.8453961610794067	155.19931030273438	166.6055145263672	203.970458984375	227.54055786132812	0.8789872527122498	157.35436630249023	157.06198501586914	203.17322540283203	218.29747772216797	0	0	0	0	0	0.8389592170715332	158.25070190429688	157.3614044189453	214.876953125	222.99459838867188	0	0	0	0	0	0	0	0	0	0	0.8733875751495361	159.29061889648438	160.8811798095703	201.00592041015625	224.76266479492188	0	0	0	0	0	0.889711856842041	157.52081680297852	158.31422424316406	197.60234832763672	220.17367553710935	0.8533636331558228	160.50381469726562	161.1181297302246	208.02862548828125	221.36750030517575	0.8682136535644531	157.12732315063477	159.3763084411621	200.41356658935547	219.96363067626953	0.8665299415588379	156.87258529663086	159.14386367797852	207.48139190673828	221.1459274291992	0.8598061203956604	157.66680908203125	160.62152481079102	207.9068603515625	217.00560760498047	0	0	0	0	0	0	0	0	0	0	40830	40770	41480	41520	41510	41370	41280	41150	41120	41030	40910	40890	40330	39830	39370	38900	0	0	0.027508158	0.051560897	0.035656605	0.06025628	0.028670246	0.04898092	0.016561218	0.028874803	2008
2BE0D403-84EA-6A3E-E053-CA2BA8C0618D	147.99644	295.9929	2	341.22424	North	193286.60508855036	678996.392018843	193286.325	678996.335	16.089999999996508	14.60999999998603	0.7505543	0.9719528	0.7099677	0.7505543	0.98837686	Rectangular	residential buildings	single-family building	in use	True	True	zachodniopomorskie	m. Świnoujście	104106	M. Świnoujście	Przytór	104115	Urban	1274	7	0.9952322	0.9999972	1	0.99999976	0.99999845	0.99573326	1	0.99999976	0.99999976	0.99999976	0.9962368	1	0.99999976	0.99999976	1	0.99673915	0.99999976	1	0.99999976	0.99999976	0.9972427	1	1	0.99999976	0.99999976	0.8655804991722107	158.2103271484375	158.31497192382812	227.218994140625	215.1864013671875	0	0	0	0	0	0	0	0	0	0	0.8705762624740601	160.47007751464844	162.78927612304688	232.8101501464844	218.47021484375	0.8851104974746704	159.7171287536621	159.66433715820312	222.34265899658203	205.28375244140625	0	0	0	0	0	0.8569695949554443	160.04306411743164	161.86717224121094	227.55797576904297	207.52883911132812	0	0	0	0	0	0	0	0	0	0	0.8468137383460999	161.85809326171875	162.89151000976562	228.05267333984375	209.050537109375	0	0	0	0	0	0.891128420829773	162.1230125427246	158.9422149658203	229.89545440673828	205.78305053710935	0.8739845156669617	163.84099960327148	160.38327026367188	231.50507354736328	210.37060546875	0.8759298920631409	160.89162826538086	161.6430702209473	230.00849151611328	203.05815887451172	0.8773409724235535	162.3035430908203	158.06809997558594	226.7662048339844	212.31808471679688	0.9001098275184631	160.7759666442871	161.83800888061523	231.97327423095703	208.07959747314453	0	0	0	0	0	0	0	0	0	0	40830	40770	41480	41520	41510	41370	41280	41150	41120	41030	40910	40890	40330	39830	39370	38900	0	0	0.023082534	0.043914452	0.03391729	0.057528384	0.028819583	0.04942068	0.01658308	0.028896667	2008
